,X,Y,Block,Class,Coordinates,Description,Plate,Site,Stratum,Year,Chapter
43,41,119,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39äóî44, a)","41,119","43. In yet another example the kumbhduda is squatting and holding a bird in the bend of his left arm (Bm. äó»30äóî165; sq. 41-119äó», stratum I). Height 4-25 in. In this example the head and right foot are missing. (P1. 133, no. 43.)",133-43,Bm,1,1930,24
,,,,,,,,,,,
44,44,128,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39äóî44, a)","44,128","44. Along with the above may be mentioned a mould of a grotesque standing ¥åÅgure of an old man, with bald head and wrinkled face but without the characteristic pot-belly. It comes from the Bhir Mound and dates from about 200 B.C. (Bm. äó»20äóî1,55o; sq. 44-128äó»; stratum II). Height 5-12 in. Cf. A.S.R. (1920), P1. XVI, 4. (Pl. 133, nos. 44 and 44, a.) CH. 24] TERRA-GOTTA AND CLAY OBJECTS 451",133-nos. 44 and 44-a,Bm,2,1920,24
,,,,,,,,,,,
55,,,, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),,"55. Bm. äó»20; G95; stratum II. Terra-cotta idol in archaic form, threeäóîquarter length, with square tenon below. Height 387 in. Wears pleated tunic with two ¥å‰ounces held in by a belt at the waist. Ornamental border round edges of tunic and on belt. Head and left arm missing. No wash or slip. (Pl. 134, no. 5 5.)",134-5 5,Bm,2,1920,24
,,,,,,,,,,,
56,,,, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),,"56. Bm. äó»13äóî51. Rectangular dyiigapata plaque of red terra~cotta, with depression in the middle surrounded by a double border. Size 4-37 x 4-12 in. In the outer border, at bottom, a tiger pursuing an antelope, with a pig(?) behind. In right~hand bottom corner, a pair of ¥åÅshes; in left, a standing elephant. Above them on either side, a standing draped female ¥åÅgure carrying uncertain object, perhaps a äóÖshield' device on head. At top, ¥å‰oral pattern. In the inner border, four female musicians at the four corners and a dancing girl on either side; on top, a bhadra-ghata with lotus; below, shell and foliate design. Probably dates from beginning of Christian era. How it came to be buried 30 or 40 ft. deep in the Bhir Mound can only be surmised. Possibly it was thrown down a soak-well. (Pl. 134., no. 56.)",134.-56,Bm,,1913,24
,,,,,,,,,,,
57,48,116,, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),"48,116","57. Bm. äó»30äóî262; sq. 48-116äó»; stratum II. Fragment of red terra-cotta plaque with upper half of a female dancer in relief. Length 175 in. She wears a beaded head-dress with rosettes in front, circular earäóîpendants, necklace and bangles. Of unusually ¥åÅne workmanship. Second century B.C. (Pl. 134, no. 57.) Such childrenäó»s toys as have survived at TaXila are mainly of terra-cottaäóîthat being the commonest and least destructible of the materials used for them. These toys comprise: (a) toy carts drawn by a variety of animalsäóîhorses, bulls, rams and birds; ([7) animals running on wheels; (c) animals without carts or wheels; (d) rattles. Of these there are only two specimens from the Bhir Mound and one from Sirkap (nos. 58äóî60).",134-57,Bm,2,1930,24
,,,,,,,,,,,
58,38,9,, XV. Toy carts (mricchakatika) (nos. 58äóî60),"38,9","58. Bm. äó»21äóî596; sq. 38-9äó»; stratum II. Terra-cotta chariot with a transverse hole for axle underneath the body and another hole for the pole in front. Length 3-5 in. Of red terraäóîcotta. The form of this light chariot will be clear from the illustration. Cf. äóÖCopper and Bronzeäó», ch. 28, nos. 390äóî2 (Pl. 185, 1'). The chariot with sloping sides is western, not Indian (P1. 134, no. 58). ,","185-1', 134-58",Bm,2,1921,24
,,,,,,,,,,,
59,32,35,, XV. Toy carts (mricchakatika) (nos. 58äóî60),"32,35",59. Bm. äó»24.~538; sq. 32'35äó»; stratum II. Similar to no. 58. Length 375 in.,,Bm,2,1924,24
,,,,,,,,,,,
61,34,39,, XVI. Toy animals running on wheels (nos. 61äóî71),"34,39","61. Bm. äó»2o*1,619; sq. 34-39'; stratum II. Horse on wheels of red terra-cotta. Length 6 in. Neck-band with three pendants. The head-stall comprises cheek-straps, front, face-piece and nose-band; the plume is broken. The bridle is decorated with straps, bosses, etc. Two trans- verse holes through foreäóî and hind-legs for the axle-trees of wheels. Head and hindquarters damaged. Rosette on each side of neck.",,Bm,2,,24
,,,,,,,,,,,
62,27,49,, XVI. Toy animals running on wheels (nos. 61äóî71),"27,49","62. Bm. äó»30äóî963; sq. 27-49äó»; stratum II. Similar to preceding, with remains of plume on top of head and tassel behind each ear. Length 4-25 in. Body decorated with stamped square devices and small circlets. The four wheels ¥åÅtted to it were found on the same site (nos. Bm. äó»29äóî102; Bm. äó»30äóî776, 160 and 278). The two fore- and two hind-legs were made in one piece for the sake of stability. (Pl. I 34., no. 62.) The one and only horse on wheels from Sirkap resembles the earlier specimens from the Bhir Mound in that the fore- and hind-legs are made in one piece and pierced with transverse holes for the axleäóîtrees, but it differs from them in being more truthfully modelled, though less ornamental. It has a neckäóîband of two incised parallel lines with a row of dots between, and a head-stall consisting of cheek-straps, front and face piece; but it has none of the stamped squares, triangles or circles which characterise many of the horses and elephants from the Bhir Mound, nor the tassels and other decorative features which in the earlier period were so dear to the heart of the Indian craftsman.",I 34.-62,Bm,2,1930,24
,,,,,,,,,,,
64,,,, XVI. Toy animals running on wheels (nos. 61äóî71),,"64. Bm. äó»19äóî! 87; sq. 1414äó»; stratum II. Red terra-cotta bull, provided with two transverse holes for axles, and another hole through nose for string. Height 35 in. Fitted with four wheels found on the same site (Bm. 156, 770, etc.). A tolerably well-modelled animal, without stamped devices or ornaments. Cf. A.S.äóÖR. (1919), P1. XI, 15. (Pl. 134, no. 64.)",134-64,Bm,2,1919,24
,,,,,,,,,,,
65,,,, XVI. Toy animals running on wheels (nos. 61äóî71),,"65. Bm. äó»15äóî304; stratum II. Similar to preceding and of same date, with bands in front of horns meeting on forehead. Length 4:62 in. (P1. I 34, no. 65.)",I 34-65,Bm,2,1915,24
,,,,,,,,,,,
66,,,, XVI. Toy animals running on wheels (nos. 61äóî71),,"66. Bm. äó»15-306; stratum II. Similar to preceding, but without head-bands, and of rougher workmanship. Length 3-75 in.",,Bm,2,1915,24
,,,,,,,,,,,
67,,,, XVI. Toy animals running on wheels (nos. 61äóî71),,"67. Bm. äó»15äóî307; stratum II. Terra-cotta ram with two transverse holes through front and hind-legs for axles. Length 412 in. Head damaged. (Pl. I 34, no. 67.)",I 34-67,Bm,2,1915,24
,,,,,,,,,,,
68,110,86,, XVI. Toy animals running on wheels (nos. 61äóî71),"110,86","68. Bm. äó»21äóî642; sq. 110-86äó»; stratum II. Terra-cotta bird, probably duck, with two transverse holes, one through the beak for a string, the other through the body for the axles. Length 3- 5 in. Of red terra-cotta mixed with lime. (Pl. 134, no. 68.)",134-68,Bm,2,1921,24
,,,,,,,,,,,
69,31,31,B, XVI. Toy animals running on wheels (nos. 61äóî71),"31,31","69. Bm. äó»24äóî622; sq. 3I~3Iäó»; stratum II. Similar to preceding. Length 4-87 in. (P1. 134, no. 69.) The toy birds described above come from the Maurya stratum in the Bhir Mound. They have rounded bodies, small tails and small, duck-like heads. The examples which follow, from Sirkap, have ¥å‰at bodies and triangular heads. MT 58 Horses Bulls Birds 454 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 . 1 7o. Sk. äó»29äóîI,965; Block Bäó»; sq. 3 5-88äó»; stratum V. Toy bird of red terra-cotta, with ¥å‰at body and broad tail. Length 3-62 in. A transverse hole through the breast for the axle of the wheels, and another through the eyes for a string. Reddish buff clay. Triangular-shaped head. (Pl. 134, no. 70.)","134-69, 134-70",Bm,2,1924,24
,,,,,,,,,,,
72,,,, XVII. Toy animals without carts or wheels (nos. 72äóî107),,"72. Bm. äó»13äóî177; stratum II. Toy elephant of solid red terra-cotta, without trappings or decoration. Length 575 in. Trunk and ears damaged. (Pl. I 34, no. 72.)",I 34-72,Bm,2,1913,24
,,,,,,,,,,,
73,40,126,, XVII. Toy animals without carts or wheels (nos. 72äóî107),"40,126","73. Bm. äó»2IäóîI,618; sq. 40-126äó»; stratum II. Similar to preceding but of buffäóîred terraäóî cotta, with girth and neck-ropes. Height 4-2 5 in. An extra length of rope is attached to the girth to enable the riders to mount from behind. Trunk and right hind-leg damaged.",,Bm,2,,24
,,,,,,,,,,,
74,53,119,, XVII. Toy animals without carts or wheels (nos. 72äóî107),"53,119","74. Bm. äó»30äóî20 5; sq. 53- I 19äó»; stratum II. Similar to preceding, with stamped decoration on forehead and trunk. Height 4-6 in. Red terra-cotta.",,Bm,2,1930,24
,,,,,,,,,,,
78,50,118,, XVII. Toy animals without carts or wheels (nos. 72äóî107),"50,118","78. Bm. äó»30äóî237; sq. 50-118'; stratum II. Toy elephant of coarse red terra-cotta with hollow body, legs and trunk. Length 812 in. Round the body is a girthäóîrope with one end left free to help the riders in mounting. (Pl. 134, no. 78.) äó» 79. Bm. äó»21äóîI,605; sq. 41-123'; stratum II. Similar to preceding but more damaged. Length 737 in. To a class by themselves belong a number of miniature toy elephants, of very crude workmanship, found both in the Bhir Mound and in Sirkap.",134-78,Bm,2,1930,24
,,,,,,,,,,,
80,15,65,F, XVII. Toy animals without carts or wheels (nos. 72äóî107),"15,65","80. Bm. äó»24äóî504; sq. I 5-65äó»; stratum III. Miniature toy elephant of grey clay. Very crude workmanship. Length :62 in. 81. Sk. äó»13~83; Block F; sq. 89-55'; stratum III. Miniature toy elephant of grey Clay. Right front leg and left hind-leg missing. Height 3-12 in. Crude workmanship. (if. p. 166 supra. Like the largest elephants, only the largest horses have hollow bodies and legs, and these are very rare. The clay is usually red and well burnt, sometimes with a grey core, sometimes red throughout. The saddle-horse no. 83 is of buff- coloured clay with traces of a thin red paint. The horses on wheels come from the Bhir Mound only. Besides these there are horses with harness, some with saddles, some without; and one very small specimen with a rider. Of the saddled horses illustrated in P1. 13 5, one specimen (no. 83) comes from the Bhir Mound and one from the Sirkap (no. 87). In the former, the saddle, which rose high in front and rear, was kept in position by a girth-band passed over the top, with a breastäóîband in front and a crupper behind. The latter is a- crudely fashioned little toy, and all that can be made out of it is that the saddle was four- peaked, with two peaks in front and two behind, and that it was held with a crupper behind. Cf. also no. 86, a rather better specimen of the four-peaked saddle. As a rule, the toy horses from the Bhir Mound are, like the elephants, more ornamental but less truthfully modelled than those from Sirkap; but whereas the 58-2 Horses 456 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 elephant was the more favourite toy in the Maurya period at Taxila, the horse was more fashionable under the Greeks, Sakas and Parthians. In the Bhir Mound examples, the headäóîstalls are composed, like the Indian headäóîstalls of this period in Hindustan and Central India, of vertical cheek-straps and faceäóîstrap with horizontal front- and noseäóîbands, and sometimes an extra strap between the front- and noseäóîbands. Thus, in these early examples, the straps making up the headäóîstall were either vertical or horizontal. In the later examples from Sirkap, on the other hand (e.g. nos. 88 and 89), there are usually cross-straps running obliquely from the middle of the faceäóîstrap to the ends of the bit. At the junction of the straps in both earlier and later types there is commonly a boss, medallion or rosette. For headäóîstalls at Si¥åÅchi, see Maisey, Sd¥åÅchi and its Remains, Pl. XV, ¥åÅgs. 14. and 15. In the true Indian harness, plumes were almost invariable, both for riding and driving horses. Even in the toys, plumes are very commonly shown, not only in the earlier specimens from the Bhir Mound but in the later ones from the Greek, Saka and Parthian settlements in Sirkap. Observe that in no. 82äóîa large hollow toyäóîthere is a ¥å‰y-whisk of loose leather straps hanging from the middle of the front band. In this specimen the eye is formed of a small applied circlet with a hole in the middle. In no. 84 the eye is formed of a round pellet crossed by a straight incision. In the later examples from Sirkap the eyes are twice or thrice as large, and are generally worked up or incised in the body of the clay; in some cases, however, they are applied. Let it be added that the Sirkap heads usually have a transverse hole through the mouth for a strmg.",,Bm,3,1924,24
,,,,,,,,,,,
82,,,, XVII. Toy animals without carts or wheels (nos. 72äóî107),,"82. Bm. äó»13äóî204; stratum II. Head and neck of a terra-cotta toy horse. Length 4:25 in. The headäóîstall consists of cheek-straps and front- and noseäóîbands, with a¥å‰y-whisk of leather(?) hanging from the middle of the front band. The plume on the top of the head is broken. The eyes are made of small applied circlets with a hole in the centre of each. The body of the animal was hollow. Clay burnt red on surface with grey core. (Pl. 134, no. 82.)",134-82,Bm,2,1913,24
,,,,,,,,,,,
83,,,, XVII. Toy animals without carts or wheels (nos. 72äóî107),,"83. Bm. äó»13äóî202; stratum II. Toy horse of red terraäóîcotta. Length 4-25 in. Head, legs and tail missing. The saddle, which is deeply depressed in the seat, is kept in position by a girth-band which passes over it, as well as by a breastäóîband in front and a crupper behind. Both breast-band and crupper are ornamented. (P1. 13 5, a.)",13 5-a,Bm,2,1913,24
,,,,,,,,,,,
84,,,, XVII. Toy animals without carts or wheels (nos. 72äóî107),,"84.. Bm. äó»r5äóî369; stratum II. Toy horse of red terraäóîcotta. Height 5 in. The head-stall consists of face-strap and frontäóî and nose-bands, with a medallion at juncture. Reins indicated by incised lines. Plume on top of head broken. Hole across the mouth for string. Eyes made of round pellets with straight incisions across. Hind-legs missing. (P1. r35, b.)",r35-b,Bm,2,,24
,,,,,,,,,,,
85,,,, XVII. Toy animals without carts or wheels (nos. 72äóî107),,"85. Bm. äó»13äóî200; stratum II. Toy horse of red terraäóîcotta. Length 4- 5 in. Hind-legs and tail broken. Breast-band with pendants attached. Plume on top of head. Eyes made of two concentric circles in relief. See A.S.R. (1912), P1. XXXIx, e, 5 and for breast-band with pendants, cf. Bm. äó»20äóî1,619.",,Bm,2,1913,24
,,,,,,,,,,,
91,,,, XVII. Toy animals without carts or wheels (nos. 72äóî107),,91. Bm. äó»15äóî317; stratum II. Toy bull of blackish buff terra-cotta. Height 7-5 in. Hollow body and legs. Half of the body and hind-legs and left horn are missing.,,Bm,2,1915,24
